FIPStxt,year,rate_domestic_migration
17003,2012,-38.83124324
17005,2012,-11.85378442
17007,2012,-11.16199729
17009,2012,-1.597444089
17011,2012,-7.423840387
17013,2012,-11.76001595
17015,2012,-4.481054366
17017,2012,-20.99349497
17019,2012,-8.214267324
17021,2012,-4.680728113
17023,2012,3.8815809741
17025,2012,-2.915558147
17027,2012,-5.503693268
17029,2012,-6.695217969
17031,2012,-5.236381493
17033,2012,-10.66964739
17035,2012,-14.07172038
17037,2012,-7.978354045
17039,2012,-5.569175823
17041,2012,-2.716366106
17043,2012,-4.030219633
17045,2012,-10.99893294
17047,2012,7.1695294996
17049,2012,-2.888697606
17051,2012,-11.27051481
17053,2012,2.6657060519
17055,2012,-2.378031991
17057,2012,-5.796154945
17059,2012,-14.70588235
17061,2012,-14.61180576
17063,2012,-3.530855085
17065,2012,-2.260155832
17067,2012,-8.089246061
17069,2012,-0.233236152
17071,2012,-21.03934357
17073,2012,-0.576930729
17075,2012,-5.95572345
17077,2012,-30.76150207
17079,2012,-8.957067847
17081,2012,-4.108155593
17083,2012,-7.370198952
17085,2012,-3.983799217
17087,2012,0.8556648905
17089,2012,-5.220340092
17091,2012,-8.759652616
17093,2012,1.3273206841
17095,2012,-5.828182883
17097,2012,-7.897558282
17099,2012,-4.468957964
17101,2012,-7.196169972
17103,2012,-12.62266149
17105,2012,-7.760360081
17107,2012,3.2988058323
17109,2012,-0.245855038
17111,2012,-6.103117389
17113,2012,1.1291214388
17115,2012,-6.774810025
17117,2012,-12.51147237
17119,2012,-4.672932023
17121,2012,-3.787636438
17123,2012,-12.76974056
17125,2012,-6.737748758
17127,2012,-12.45592645
17129,2012,0.0
17131,2012,-8.559376828
17133,2012,0.1203478052
17135,2012,-7.666442502
17137,2012,-4.40690415
17139,2012,0.6727211571
17141,2012,-6.594860166
17143,2012,-3.64102002
17145,2012,-19.45181256
17147,2012,-10.97046414
17149,2012,-4.726536124
17151,2012,-3.572624763
17153,2012,-1.171744225
17155,2012,-11.61029783
17157,2012,-9.714285714
17159,2012,-4.702388318
17161,2012,-3.307028452
17163,2012,-9.982903952
17165,2012,0.6021557175
17167,2012,-1.671510534
17169,2012,-0.134048257
17171,2012,11.030810194
17173,2012,-4.001708595
17175,2012,-14.33382264
17177,2012,-9.574456793
17179,2012,0.3456174603
17181,2012,-1.813031161
17183,2012,-8.824471887
17185,2012,-11.15843271
17187,2012,-9.442180694
17189,2012,2.2622107969
17191,2012,-0.180088243
17193,2012,-1.16790327
17195,2012,-8.151518285
17197,2012,-4.836778884
17199,2012,0.2696467627
17201,2012,-9.963703165
17203,2012,-2.085452041
18000,2012,-2.078559817
18001,2012,-10.03373662
18003,2012,-3.006123379
18005,2012,8.696151857
18007,2012,-6.901623579
18009,2012,-11.67407878
18011,2012,14.211444403
18013,2012,0.5975103734
18015,2012,0.4482629809
18017,2012,-9.190726891
18019,2012,-0.779070757
18021,2012,-2.722610723
18023,2012,-6.977731934
18025,2012,2.5364020667
18027,2012,-1.030187619
18029,2012,-6.498651129
18031,2012,2.9646741746
18033,2012,-7.710263847
18035,2012,-8.955935436
18037,2012,-5.104160484
18039,2012,-3.448735925
18041,2012,-5.447325197
18043,2012,1.5175920872
18045,2012,-0.81694579
18047,2012,-1.606181629
18049,2012,-4.882411234
18051,2012,-2.087962894
18053,2012,-8.392576463
18055,2012,-2.121983752
18057,2012,11.233347583
18059,2012,1.4331831566
18061,2012,-6.163761685
18063,2012,6.5197278548
18065,2012,0.3661215524
18067,2012,-1.098794948
18069,2012,-5.691473579
18071,2012,-2.048822509
18073,2012,-1.105814492
18075,2012,-2.389710189
18077,2012,3.9253260802
18079,2012,-3.197158082
18081,2012,6.7880045861
18083,2012,-14.04894895
18085,2012,-1.200340742
18087,2012,-8.119151881
18089,2012,-6.866030451
18091,2012,-1.455388306
18093,2012,0.8671428726
18095,2012,-7.228205315
18097,2012,-1.28891105
18099,2012,-5.198125266
18101,2012,-6.488161526
18103,2012,-3.006368034
18105,2012,-1.341772062
18107,2012,-4.652682481
18109,2012,-2.731016545
18111,2012,-3.910554943
18113,2012,-4.974387198
18115,2012,0.6607747584
18117,2012,-10.37992543
18119,2012,-6.673355578
18121,2012,0.4678089001
18123,2012,-2.319946383
18125,2012,1.5864202427
18127,2012,-2.403287311
18129,2012,-6.58728148
18131,2012,-14.8639378
18133,2012,-7.601944191
18135,2012,-6.937752939
18137,2012,-9.598542703
18139,2012,-10.52539761
18141,2012,-6.133105264
18143,2012,-7.222338862
18145,2012,-2.755909959
18147,2012,-11.44855336
18149,2012,0.1726705661
18151,2012,0.3810863894
18153,2012,-1.367247354
18155,2012,-18.01460131
18157,2012,2.5860247616
18159,2012,-8.32406672
18161,2012,-21.55172414
18163,2012,-0.387266672
18165,2012,-5.500859509
18167,2012,-1.475654014
18169,2012,-4.126060382
18171,2012,-14.82623651
18173,2012,-1.542953844
18175,2012,-10.4439573
18177,2012,-6.020751133
18179,2012,-5.44683921
18181,2012,-7.582861103
18183,2012,-2.728922076
19000,2012,-1.490266382
19001,2012,-7.459704276
19003,2012,-21.7611336
19005,2012,-6.908462867
19007,2012,-11.42633536
19009,2012,-16.85061926
19011,2012,-12.25244664
19013,2012,-2.641747197
19015,2012,-6.218525866
19017,2012,1.8004378337
19019,2012,-0.668178022
19021,2012,2.446662752
19023,2012,0.1336139226
19025,2012,-14.61680933
19027,2012,-11.61054102
19029,2012,-1.019479337
19031,2012,-4.20145141
19033,2012,-6.410402646
19035,2012,-3.003128259
19037,2012,-11.74469464
19039,2012,2.894200879
19041,2012,-2.353935297
19043,2012,-5.505658594
19045,2012,-9.488461499
19047,2012,-3.186927802
19049,2012,21.531589293
19051,2012,-13.61711866
19053,2012,-1.819505095
19055,2012,-5.511520214
19057,2012,3.9354878884
19059,2012,4.0255742363
19061,2012,2.466377166
19063,2012,-13.57759697
19065,2012,-9.389221557
19067,2012,0.0
19069,2012,-16.41354589
19071,2012,-28.9415656
19073,2012,-12.31567007
19075,2012,-4.33473811
19077,2012,-9.157763286
19079,2012,-10.32869949
19081,2012,-8.189789469
19083,2012,1.2667703115
19085,2012,-18.2632785
19087,2012,-13.6199826
19089,2012,-1.152194407
19091,2012,-4.511663676
19093,2012,2.1291696238
19095,2012,-10.27597453
19097,2012,-0.71031736
19099,2012,-3.497458878
19101,2012,-3.374643626
19103,2012,8.4959198198
19105,2012,-6.240325077
19107,2012,-1.056422569
19109,2012,1.5577840522
19111,2012,-0.281254395
19113,2012,-0.181525372
19115,2012,-7.211644167
19117,2012,-8.721259486
19119,2012,3.1557848949
19121,2012,-9.368726299
19123,2012,-5.211697365
19125,2012,-0.420774225
19127,2012,-4.826619538
19129,2012,-10.16654404
19131,2012,2.333722287
19133,2012,-9.602269627
19135,2012,2.1074815595
19137,2012,-6.706971472
19139,2012,-1.749107955
19141,2012,-1.973637837
19143,2012,-19.6485623
19145,2012,-10.37974684
19147,2012,-4.93747652
19149,2012,-0.644537544
19151,2012,-8.364117934
19153,2012,3.3370764132
19155,2012,-9.945604944
19157,2012,-7.442058261
19159,2012,-0.198491465
19161,2012,-3.434234411
19163,2012,4.7585498663
19165,2012,2.6648900733
19167,2012,-0.732085859
19169,2012,-1.92203736
19171,2012,-8.144667521
19173,2012,-8.755173512
19175,2012,4.2956009864
19177,2012,-8.688677984
19179,2012,-3.497045842
19181,2012,1.8815480009
19183,2012,2.2412807318
19185,2012,2.3685457129
19187,2012,-11.29642458
19189,2012,-8.263686731
19191,2012,-0.332604771
19193,2012,-11.65620534
19195,2012,-7.571229329
19197,2012,-1.995854763
20000,2012,-1.607442686
20001,2012,-0.75030012
20003,2012,-15.52037049
20005,2012,-0.298267068
20007,2012,-11.64453524
20009,2012,-7.968560407
20011,2012,-6.706458319
20013,2012,-13.00534328
20015,2012,-5.414160463
20017,2012,-6.168359942
20019,2012,-6.416515553
20021,2012,-7.285375197
20023,2012,-5.597014925
20025,2012,26.137689615
20027,2012,-2.818059062
20029,2012,-1.167852214
20031,2012,-1.061696355
20033,2012,17.913593256
20035,2012,-0.799823487
20037,2012,-0.356560717
20039,2012,-4.13009809
20041,2012,3.554201574
20043,2012,-9.842271293
20045,2012,-3.950538549
20047,2012,-11.69786096
20049,2012,-40.02203048
20051,2012,3.4569779099
20053,2012,0.7738141298
20055,2012,-15.89760862
20057,2012,-8.980691513
20059,2012,-3.985990983
20061,2012,34.728199243
20063,2012,10.574293528
20065,2012,-19.55521472
20067,2012,-17.03967447
20069,2012,-29.54602042
20071,2012,12.683313516
20073,2012,-23.01142901
20075,2012,-3.78214826
20077,2012,-9.153318078
20079,2012,0.2591979264
20081,2012,-14.67455621
20083,2012,-17.507724
20085,2012,-5.143879529
20087,2012,-3.915033198
20089,2012,-5.207485761
20091,2012,3.3227400019
20093,2012,-7.81939715
20095,2012,-4.454059557
20097,2012,-19.71997634
20099,2012,-10.76633756
20101,2012,-32.68164575
20103,2012,-1.253886077
20105,2012,-16.52377241
20107,2012,-12.04377651
20109,2012,10.071942446
20111,2012,-10.86277194
20113,2012,2.9122055675
20115,2012,-9.30941776
20117,2012,3.5983807287
20119,2012,-33.94402608
20121,2012,-6.757789805
20123,2012,5.7210965435
20125,2012,-12.21643009
20127,2012,0.0
20129,2012,-17.7693162
20131,2012,0.7938476805
20133,2012,-4.746402166
20135,2012,-8.716707022
20137,2012,-11.56377869
20139,2012,-9.656487376
20141,2012,-2.355404344
20143,2012,-0.661539734
20145,2012,-16.03930352
20147,2012,-1.988790454
20149,2012,4.2832345184
20151,2012,8.1434903618
20153,2012,1.5945784333
20155,2012,-3.529393473
20157,2012,-2.881251286
20159,2012,-9.857121521
20161,2012,26.384664825
20163,2012,2.4949620958
20165,2012,6.5430752454
20167,2012,1.5740144523
20169,2012,-3.763204817
20171,2012,-8.211866147
20173,2012,-3.249389123
20175,2012,-8.476581829
20177,2012,-4.207608899
20179,2012,-6.008411776
20181,2012,11.007968455
20183,2012,-2.120890774
20185,2012,-4.581901489
20187,2012,-31.13553114
20189,2012,11.2586859
20191,2012,-6.284003205
20193,2012,-6.67758599
20195,2012,3.3927056828
20197,2012,-7.411630559
20199,2012,-3.935716628
20201,2012,-16.45449034
20203,2012,-12.0347671
20205,2012,-14.38065149
20207,2012,-11.82355616
20209,2012,-3.156999275
21000,2012,-0.814054826
21001,2012,-2.109649007
21003,2012,1.5343496337
21005,2012,2.1267742383
21007,2012,4.2285852362
21009,2012,4.4743782969
21011,2012,4.1711002341
21013,2012,-13.45228478
21015,2012,2.9617904554
21017,2012,-3.94005137
21019,2012,-3.629690462
21021,2012,8.5437564856
21023,2012,-8.013198209
21025,2012,-12.18933616
21027,2012,-8.575819164
21029,2012,5.5196330834
21031,2012,0.2357008171
21033,2012,-1.229870479
21035,2012,6.4982235547
21037,2012,-4.723624149
21039,2012,-3.578173144
21041,2012,-16.09657948
21043,2012,-0.723798494
21045,2012,4.8849224988
21047,2012,-4.003882553
21049,2012,5.7368635667
21051,2012,-4.778584518
21053,2012,9.6925788134
21055,2012,-0.324868699
21057,2012,-0.87431694
21059,2012,2.4000123078
21061,2012,-9.868421053
21063,2012,-17.77489458
21065,2012,-8.505676167
21067,2012,2.9326430157
21069,2012,1.9305019305
21071,2012,-17.0896828
21073,2012,0.4252475548
21075,2012,-24.19051912
21077,2012,-8.73565896
21079,2012,5.4909370018
21081,2012,-16.63758471
21083,2012,-3.298793546
21085,2012,1.7072792178
21087,2012,7.299270073
21089,2012,-1.931263345
21091,2012,0.8125362739
21093,2012,-4.320916108
21095,2012,-15.29147206
21097,2012,-4.234676101
21099,2012,2.8345598256
21101,2012,-0.021562645
21103,2012,-4.167887728
21105,2012,-7.773109244
21107,2012,-4.323121208
21109,2012,-4.795623993
21111,2012,0.2496678883
21113,2012,3.558393233
21115,2012,-1.452370782
21117,2012,0.9310120101
21119,2012,-7.460155985
21121,2012,-14.04405731
21123,2012,-10.34470542
21125,2012,0.4710117501
21127,2012,-3.832621262
21129,2012,-11.25065411
